EpaRegion	UsState	County	Year	Risk	Governance	BuiltEnvironment	NaturalEnvironment	Society	Crsi
1	Connecticut	Fairfield	2017	0.508	0.866	0.675	0.346	0.494	2.923
1	Connecticut	Hartford	2017	0.650	0.869	0.646	0.311	0.525	2.135
1	Connecticut	Litchfield	2017	0.224	0.890	0.489	0.431	0.657	6.881
1	Connecticut	Middlesex	2017	0.420	0.874	0.396	0.439	0.598	2.816
1	Connecticut	New Haven	2017	0.491	0.863	0.659	0.403	0.499	3.243
1	Connecticut	New London	2017	0.273	0.849	0.587	0.433	0.490	5.285
1	Connecticut	Tolland	2017	0.306	0.892	0.341	0.403	0.551	2.855
1	Connecticut	Windham	2017	0.289	0.887	0.370	0.420	0.561	3.483
1	Maine	Androscoggin	2017	0.174	0.887	0.424	0.365	0.565	5.895
1	Maine	Aroostook	2017	0.101	0.943	0.744	0.413	0.546	19.853
1	Maine	Cumberland	2017	0.298	0.892	0.671	0.525	0.615	7.302
1	Maine	Franklin	2017	0.094	0.934	0.490	0.421	0.502	13.434
1	Maine	Hancock	2017	0.038	0.925	0.543	0.603	0.559	50.855
1	Maine	Kennebec	2017	0.145	0.897	0.533	0.395	0.581	9.871
1	Maine	Knox	2017	0.076	0.914	0.344	0.617	0.621	20.753
1	Maine	Lincoln	2017	0.080	0.914	0.309	0.548	0.613	16.162
1	Maine	Oxford	2017	0.116	0.936	0.505	0.388	0.505	10.568
1	Maine	Penobscot	2017	0.104	0.923	0.786	0.390	0.565	19.975
1	Maine	Piscataquis	2017	0.075	0.954	0.342	0.491	0.524	14.789
1	Maine	Sagadahoc	2017	0.126	0.930	0.304	0.534	0.615	9.977
1	Maine	Somerset	2017	0.081	0.917	0.542	0.463	0.523	18.903
1	Maine	Waldo	2017	0.032	0.941	0.410	0.486	0.538	39.711
1	Maine	Washington	2017	0.092	0.969	0.483	0.588	0.628	21.016
1	Maine	York	2017	0.201	0.885	0.553	0.516	0.547	8.475
1	Massachusetts	Barnstable	2017	0.197	0.850	0.585	0.591	0.580	10.134
1	Massachusetts	Berkshire	2017	0.202	0.885	0.552	0.402	0.671	8.230
1	Massachusetts	Bristol	2017	0.523	0.864	0.572	0.451	0.552	3.023
1	Massachusetts	Dukes	2017	0.045	0.886	0.289	0.595	0.811	38.030
1	Massachusetts	Essex	2017	0.537	0.884	0.671	0.487	0.565	3.685
1	Massachusetts	Franklin	2017	0.147	0.901	0.542	0.419	0.707	11.983
1	Massachusetts	Hampden	2017	0.576	0.862	0.649	0.340	0.517	2.506
1	Massachusetts	Hampshire	2017	0.197	0.826	0.429	0.389	0.563	5.236
1	Massachusetts	Middlesex	2017	0.591	0.872	0.819	0.259	0.585	3.115
1	Massachusetts	Nantucket	2017	0.060	0.444	0.220	0.609	0.572	10.893
1	Massachusetts	Norfolk	2017	0.497	0.864	0.633	0.387	0.618	3.457
1	Massachusetts	Plymouth	2017	0.469	0.878	0.614	0.542	0.598	4.303
1	Massachusetts	Suffolk	2017	0.465	0.875	0.417	0.426	0.465	2.037
1	Massachusetts	Worcester	2017	0.550	0.886	0.804	0.359	0.604	3.813
1	New Hampshire	Belknap	2017	0.151	0.883	0.350	0.385	0.621	6.505
1	New Hampshire	Carroll	2017	0.169	0.870	0.441	0.445	0.599	7.792
1	New Hampshire	Cheshire	2017	0.108	0.856	0.457	0.400	0.574	10.981
1	New Hampshire	Coos	2017	0.112	0.922	0.536	0.549	0.640	17.434
1	New Hampshire	Grafton	2017	0.129	0.905	0.785	0.468	0.571	17.559
1	New Hampshire	Hillsborough	2017	0.461	0.900	0.631	0.334	0.574	3.327
1	New Hampshire	Merrimack	2017	0.149	0.908	0.667	0.410	0.728	14.260
1	New Hampshire	Rockingham	2017	0.555	0.888	0.578	0.420	0.554	2.788
1	New Hampshire	Strafford	2017	0.338	0.877	0.380	0.419	0.505	2.697
1	New Hampshire	Sullivan	2017	0.120	0.920	0.363	0.379	0.594	8.200
1	Rhode Island	Bristol	2017	0.385	0.869	0.110	0.531	0.584	1.601
1	Rhode Island	Kent	2017	0.510	0.862	0.240	0.443	0.605	1.529
1	Rhode Island	Newport	2017	0.207	0.854	0.232	0.643	0.551	5.483
1	Rhode Island	Providence	2017	0.510	0.863	0.535	0.326	0.551	2.298
1	Rhode Island	Washington	2017	0.248	0.874	0.391	0.614	0.637	6.756
1	Vermont	Addison	2017	0.089	0.989	0.473	0.490	0.712	20.832
1	Vermont	Bennington	2017	0.154	0.933	0.435	0.469	0.613	9.414
1	Vermont	Caledonia	2017	0.115	0.942	0.401	0.396	0.815	13.744
1	Vermont	Chittenden	2017	0.261	0.912	0.661	0.387	0.604	6.946
1	Vermont	Franklin	2017	0.242	0.923	0.427	0.386	0.651	5.319
1	Vermont	Grand Isle	2017	0.063	0.985	0.334	0.365	0.714	18.709
1	Vermont	Lamoille	2017	0.080	0.922	0.389	0.438	0.665	16.702
1	Vermont	Orange	2017	0.140	0.961	0.400	0.351	0.689	8.895
1	Vermont	Orleans	2017	0.185	0.957	0.436	0.439	0.793	9.509
1	Vermont	Rutland	2017	0.090	0.929	0.520	0.441	0.662	18.980
1	Vermont	Washington	2017	0.110	0.937	0.469	0.381	0.720	13.996
1	Vermont	Windham	2017	0.104	0.932	0.467	0.364	0.638	12.735
1	Vermont	Windsor	2017	0.188	0.915	0.558	0.367	0.651	8.435
2	New Jersey	Atlantic	2017	0.477	0.770	0.520	0.507	0.431	2.617
2	New Jersey	Bergen	2017	0.582	0.804	0.464	0.202	0.586	1.184
2	New Jersey	Burlington	2017	0.538	0.812	0.567	0.558	0.547	3.290
2	New Jersey	Camden	2017	0.532	0.795	0.444	0.296	0.506	1.315
2	New Jersey	Cape May	2017	0.382	0.755	0.401	0.565	0.462	2.934
2	New Jersey	Cumberland	2017	0.313	0.794	0.437	0.549	0.444	3.780
2	New Jersey	Essex	2017	0.519	0.791	0.467	0.100	0.531	0.628
2	New Jersey	Gloucester	2017	0.553	0.806	0.453	0.379	0.489	1.638
2	New Jersey	Hudson	2017	0.525	0.797	0.402	0.233	0.465	0.679
2	New Jersey	Hunterdon	2017	0.386	0.839	0.512	0.480	0.598	4.034
2	New Jersey	Mercer	2017	0.496	0.797	0.448	0.362	0.492	1.708
2	New Jersey	Middlesex	2017	0.522	0.785	0.601	0.253	0.561	2.125
2	New Jersey	Monmouth	2017	0.728	0.784	0.615	0.485	0.534	2.282
2	New Jersey	Morris	2017	0.511	0.826	0.524	0.449	0.595	2.929
2	New Jersey	Ocean	2017	0.806	0.781	0.596	0.546	0.448	1.974
2	New Jersey	Passaic	2017	0.494	0.816	0.384	0.432	0.522	1.877
2	New Jersey	Salem	2017	0.209	0.816	0.338	0.503	0.459	4.096
2	New Jersey	Somerset	2017	0.585	0.815	0.486	0.339	0.573	1.829
2	New Jersey	Sussex	2017	0.406	0.860	0.405	0.468	0.563	2.945
2	New Jersey	Union	2017	0.337	0.777	0.388	0.129	0.561	0.685
2	New Jersey	Warren	2017	0.339	0.850	0.441	0.493	0.513	3.671
2	New York	Albany	2017	0.455	0.807	0.542	0.343	0.639	2.973
2	New York	Allegany	2017	0.118	0.871	0.482	0.343	0.385	6.393
2	New York	Bronx	2017	0.529	0.785	0.297	0.203	0.409	-0.225
2	New York	Broome	2017	0.381	0.822	0.505	0.335	0.497	2.543
2	New York	Cattaraugus	2017	0.186	0.856	0.560	0.460	0.421	7.030
2	New York	Cayuga	2017	0.139	0.878	0.464	0.368	0.571	8.215
2	New York	Chautauqua	2017	0.152	0.834	0.567	0.399	0.414	7.490
2	New York	Chemung	2017	0.204	0.829	0.339	0.304	0.472	2.002
2	New York	Chenango	2017	0.160	0.867	0.393	0.362	0.474	4.597
2	New York	Clinton	2017	0.154	0.837	0.587	0.412	0.534	9.484
2	New York	Columbia	2017	0.155	0.829	0.412	0.387	0.603	6.865
2	New York	Cortland	2017	0.146	0.863	0.331	0.341	0.527	4.245
2	New York	Delaware	2017	0.210	0.836	0.519	0.375	0.485	5.207
2	New York	Dutchess	2017	0.521	0.823	0.612	0.366	0.587	2.895
2	New York	Erie	2017	0.463	0.810	0.713	0.296	0.550	3.278
2	New York	Essex	2017	0.126	0.850	0.530	0.493	0.561	12.497
2	New York	Franklin	2017	0.138	0.853	0.440	0.560	0.531	10.467
2	New York	Fulton	2017	0.140	0.813	0.282	0.406	0.464	3.386
2	New York	Genesee	2017	0.205	0.864	0.377	0.393	0.544	4.406
2	New York	Greene	2017	0.188	0.830	0.465	0.356	0.495	4.869
2	New York	Hamilton	2017	0.062	0.937	0.354	0.565	0.556	22.062
2	New York	Herkimer	2017	0.112	0.850	0.503	0.490	0.422	10.901
2	New York	Jefferson	2017	0.147	0.856	0.672	0.446	0.485	11.523
2	New York	Kings	2017	0.366	0.768	0.310	0.330	0.502	1.065
2	New York	Lewis	2017	0.095	0.901	0.463	0.456	0.516	13.405
2	New York	Livingston	2017	0.116	0.869	0.480	0.449	0.539	11.341
2	New York	Madison	2017	0.144	0.853	0.420	0.403	0.538	7.063
2	New York	Monroe	2017	0.375	0.832	0.623	0.364	0.519	3.765
2	New York	Montgomery	2017	0.143	0.856	0.260	0.322	0.492	2.146
2	New York	Nassau	2017	0.351	0.772	0.564	0.342	0.703	4.263
2	New York	New York	2017	0.569	0.756	0.376	0.259	0.460	0.523
2	New York	Niagara	2017	0.279	0.822	0.432	0.425	0.481	3.453
2	New York	Oneida	2017	0.235	0.820	0.676	0.398	0.525	6.946
2	New York	Onondaga	2017	0.458	0.831	0.590	0.353	0.567	3.025
2	New York	Ontario	2017	0.159	0.855	0.528	0.413	0.555	8.615
2	New York	Orange	2017	0.520	0.828	0.704	0.362	0.591	3.379
2	New York	Orleans	2017	0.162	0.858	0.325	0.431	0.443	4.025
2	New York	Oswego	2017	0.166	0.852	0.565	0.330	0.389	5.619
2	New York	Otsego	2017	0.149	0.857	0.441	0.337	0.528	6.022
2	New York	Putnam	2017	0.411	0.825	0.403	0.463	0.633	3.106
2	New York	Queens	2017	0.336	0.764	0.467	0.318	0.578	2.750
2	New York	Rensselaer	2017	0.371	0.838	0.478	0.359	0.531	2.802
2	New York	Richmond	2017	0.508	0.789	0.314	0.431	0.579	1.620
2	New York	Rockland	2017	0.556	0.811	0.345	0.340	0.618	1.402
2	New York	Saratoga	2017	0.473	0.836	0.535	0.355	0.566	2.631
2	New York	Schenectady	2017	0.390	0.820	0.218	0.274	0.528	0.282
2	New York	Schoharie	2017	0.077	0.887	0.320	0.310	0.525	6.912
2	New York	Schuyler	2017	0.099	0.872	0.312	0.394	0.545	7.514
2	New York	Seneca	2017	0.134	0.879	0.328	0.427	0.492	5.743
2	New York	St. Lawrence	2017	0.117	0.857	0.691	0.508	0.453	15.680
2	New York	Steuben	2017	0.105	0.862	0.707	0.353	0.445	14.118
2	New York	Suffolk	2017	0.383	0.787	0.738	0.512	0.683	6.145
2	New York	Sullivan	2017	0.183	0.815	0.553	0.361	0.512	6.476
2	New York	Tioga	2017	0.266	0.836	0.343	0.321	0.450	1.596
2	New York	Tompkins	2017	0.111	0.823	0.457	0.343	0.459	7.105
2	New York	Ulster	2017	0.219	0.824	0.636	0.455	0.542	7.770
2	New York	Warren	2017	0.139	0.847	0.435	0.439	0.599	9.113
2	New York	Washington	2017	0.147	0.863	0.408	0.365	0.484	5.411
2	New York	Wayne	2017	0.132	0.847	0.403	0.365	0.466	5.586
2	New York	Westchester	2017	0.591	0.802	0.544	0.310	0.589	1.979
2	New York	Wyoming	2017	0.122	0.882	0.406	0.353	0.504	6.711
2	New York	Yates	2017	0.110	0.860	0.322	0.376	0.542	6.465
3	Delaware	Kent	2017	0.434	0.747	0.566	0.609	0.463	3.832
3	Delaware	New Castle	2017	0.609	0.745	0.546	0.437	0.520	2.127
3	Delaware	Sussex	2017	0.380	0.682	0.646	0.596	0.434	4.527
3	District of Columbia	District of Columbia	2017	0.676	0.745	0.402	0.200	0.506	0.445
3	Maryland	Allegany	2017	0.277	0.716	0.421	0.429	0.441	2.728
3	Maryland	Anne Arundel	2017	0.675	0.760	0.539	0.446	0.553	2.044
3	Maryland	Baltimore City	2017	0.594	0.706	0.393	0.156	0.381	-0.192
3	Maryland	Baltimore	2017	0.494	0.719	0.567	0.363	0.585	2.576
3	Maryland	Calvert	2017	0.317	0.786	0.440	0.472	0.541	3.734
3	Maryland	Caroline	2017	0.155	0.766	0.389	0.568	0.494	7.527
3	Maryland	Carroll	2017	0.296	0.776	0.501	0.429	0.620	4.672
3	Maryland	Cecil	2017	0.432	0.696	0.522	0.483	0.398	2.445
3	Maryland	Charles	2017	0.484	0.788	0.562	0.524	0.565	3.483
3	Maryland	Dorchester	2017	0.172	0.779	0.373	0.601	0.447	6.557
3	Maryland	Frederick	2017	0.529	0.778	0.632	0.373	0.603	2.954
3	Maryland	Garrett	2017	0.140	0.737	0.583	0.409	0.497	9.092
3	Maryland	Harford	2017	0.465	0.726	0.513	0.485	0.531	2.856
3	Maryland	Howard	2017	0.565	0.768	0.399	0.355	0.627	1.652
3	Maryland	Kent	2017	0.190	0.717	0.428	0.555	0.492	6.265
3	Maryland	Montgomery	2017	0.590	0.757	0.530	0.344	0.569	1.920
3	Maryland	Prince George's	2017	0.704	0.768	0.565	0.368	0.610	1.961
3	Maryland	Queen Anne's	2017	0.173	0.769	0.531	0.529	0.581	9.384
3	Maryland	Somerset	2017	0.124	0.715	0.407	0.609	0.390	8.549
3	Maryland	St. Mary's	2017	0.303	0.760	0.521	0.547	0.483	4.759
3	Maryland	Talbot	2017	0.197	0.746	0.422	0.555	0.570	6.858
3	Maryland	Washington	2017	0.470	0.709	0.549	0.419	0.497	2.505
3	Maryland	Wicomico	2017	0.281	0.672	0.498	0.505	0.506	4.384
3	Maryland	Worcester	2017	0.160	0.657	0.559	0.598	0.453	9.433
3	Pennsylvania	Adams	2017	0.262	0.768	0.530	0.382	0.508	4.269
3	Pennsylvania	Allegheny	2017	0.705	0.721	0.706	0.151	0.529	1.435
3	Pennsylvania	Armstrong	2017	0.188	0.789	0.487	0.295	0.480	4.018
3	Pennsylvania	Beaver	2017	0.360	0.757	0.430	0.290	0.497	1.646
3	Pennsylvania	Bedford	2017	0.099	0.799	0.438	0.410	0.511	9.927
3	Pennsylvania	Berks	2017	0.367	0.759	0.666	0.365	0.513	3.919
3	Pennsylvania	Blair	2017	0.231	0.716	0.509	0.437	0.537	5.196
3	Pennsylvania	Bradford	2017	0.129	0.831	0.512	0.349	0.473	7.642
3	Pennsylvania	Bucks	2017	0.521	0.752	0.724	0.318	0.634	3.280
3	Pennsylvania	Butler	2017	0.413	0.763	0.476	0.320	0.587	2.350
3	Pennsylvania	Cambria	2017	0.165	0.785	0.580	0.388	0.587	8.685
3	Pennsylvania	Cameron	2017	0.107	0.882	0.214	0.584	0.467	7.528
3	Pennsylvania	Carbon	2017	0.164	0.770	0.401	0.416	0.515	5.320
3	Pennsylvania	Centre	2017	0.201	0.740	0.612	0.430	0.497	6.987
3	Pennsylvania	Chester	2017	0.480	0.753	0.601	0.409	0.544	2.973
3	Pennsylvania	Clarion	2017	0.126	0.810	0.412	0.409	0.553	7.925
3	Pennsylvania	Clearfield	2017	0.142	0.780	0.542	0.383	0.495	8.041
3	Pennsylvania	Clinton	2017	0.132	0.856	0.478	0.518	0.491	10.353
3	Pennsylvania	Columbia	2017	0.193	0.808	0.398	0.375	0.491	3.917
3	Pennsylvania	Crawford	2017	0.173	0.814	0.461	0.443	0.462	6.000
3	Pennsylvania	Cumberland	2017	0.508	0.752	0.533	0.370	0.549	2.286
3	Pennsylvania	Dauphin	2017	0.534	0.759	0.524	0.370	0.558	2.171
3	Pennsylvania	Delaware	2017	0.485	0.721	0.388	0.252	0.526	0.844
3	Pennsylvania	Elk	2017	0.110	0.745	0.354	0.572	0.562	10.912
3	Pennsylvania	Erie	2017	0.303	0.754	0.596	0.351	0.504	3.944
3	Pennsylvania	Fayette	2017	0.226	0.703	0.532	0.352	0.445	3.795
3	Pennsylvania	Forest	2017	0.097	0.832	0.263	0.590	0.369	7.325
3	Pennsylvania	Franklin	2017	0.303	0.710	0.575	0.396	0.505	3.987
3	Pennsylvania	Fulton	2017	0.090	0.813	0.357	0.394	0.427	6.388
3	Pennsylvania	Greene	2017	0.144	0.794	0.409	0.290	0.386	2.462
3	Pennsylvania	Huntingdon	2017	0.102	0.847	0.478	0.486	0.525	13.197
3	Pennsylvania	Indiana	2017	0.180	0.766	0.565	0.323	0.386	4.578
3	Pennsylvania	Jefferson	2017	0.156	0.819	0.427	0.403	0.512	6.120
3	Pennsylvania	Juniata	2017	0.144	0.823	0.365	0.431	0.525	6.159
3	Pennsylvania	Lackawanna	2017	0.418	0.762	0.439	0.359	0.546	2.122
3	Pennsylvania	Lancaster	2017	0.389	0.722	0.741	0.391	0.578	4.604
3	Pennsylvania	Lawrence	2017	0.225	0.773	0.283	0.346	0.553	2.062
3	Pennsylvania	Lebanon	2017	0.402	0.725	0.380	0.391	0.550	1.941
3	Pennsylvania	Lehigh	2017	0.505	0.746	0.556	0.316	0.513	2.006
3	Pennsylvania	Luzerne	2017	0.405	0.755	0.650	0.378	0.522	3.559
3	Pennsylvania	Lycoming	2017	0.167	0.820	0.599	0.453	0.524	9.376
3	Pennsylvania	McKean	2017	0.213	0.788	0.327	0.453	0.439	2.982
3	Pennsylvania	Mercer	2017	0.238	0.786	0.448	0.389	0.521	4.025
3	Pennsylvania	Mifflin	2017	0.161	0.747	0.332	0.466	0.512	4.842
3	Pennsylvania	Monroe	2017	0.307	0.767	0.492	0.398	0.422	2.891
3	Pennsylvania	Montgomery	2017	0.521	0.762	0.631	0.220	0.604	2.244
3	Pennsylvania	Montour	2017	0.157	0.784	0.324	0.358	0.481	2.990
3	Pennsylvania	Northampton	2017	0.500	0.754	0.522	0.320	0.509	1.865
3	Pennsylvania	Northumberland	2017	0.189	0.758	0.418	0.348	0.475	3.492
3	Pennsylvania	Perry	2017	0.096	0.846	0.420	0.418	0.595	12.109
3	Pennsylvania	Philadelphia	2017	0.507	0.703	0.530	0.063	0.403	0.120
3	Pennsylvania	Pike	2017	0.189	0.797	0.402	0.464	0.355	3.738
3	Pennsylvania	Potter	2017	0.091	0.913	0.427	0.440	0.454	11.271
3	Pennsylvania	Schuylkill	2017	0.244	0.766	0.617	0.365	0.508	5.370
3	Pennsylvania	Snyder	2017	0.150	0.829	0.414	0.385	0.476	5.436
3	Pennsylvania	Somerset	2017	0.124	0.781	0.638	0.374	0.493	11.050
3	Pennsylvania	Sullivan	2017	0.102	0.924	0.349	0.413	0.470	7.803
3	Pennsylvania	Susquehanna	2017	0.116	0.845	0.458	0.384	0.461	7.885
3	Pennsylvania	Tioga	2017	0.087	0.858	0.558	0.383	0.427	12.958
3	Pennsylvania	Union	2017	0.162	0.798	0.374	0.444	0.516	5.552
3	Pennsylvania	Venango	2017	0.155	0.789	0.381	0.473	0.486	5.964
3	Pennsylvania	Warren	2017	0.084	0.801	0.361	0.490	0.444	10.023
3	Pennsylvania	Washington	2017	0.341	0.754	0.544	0.277	0.548	2.825
3	Pennsylvania	Wayne	2017	0.152	0.809	0.486	0.393	0.588	8.086
3	Pennsylvania	Westmoreland	2017	0.546	0.712	0.506	0.303	0.588	1.761
3	Pennsylvania	Wyoming	2017	0.206	0.874	0.426	0.391	0.501	4.641
3	Pennsylvania	York	2017	0.507	0.749	0.666	0.340	0.502	2.655
3	Virginia	Accomack	2017	0.162	0.687	0.504	0.650	0.534	10.342
3	Virginia	Albemarle	2017	0.263	0.721	0.563	0.398	0.540	4.788
3	Virginia	Alexandria	2017	0.607	0.742	0.255	0.117	0.495	-0.522
3	Virginia	Alleghany	2017	0.198	0.618	0.349	0.451	0.657	4.785
3	Virginia	Amelia	2017	0.111	0.720	0.331	0.445	0.651	8.800
3	Virginia	Amherst	2017	0.256	0.664	0.447	0.418	0.602	4.163
3	Virginia	Appomattox	2017	0.132	0.688	0.343	0.433	0.628	6.823
3	Virginia	Arlington	2017	0.538	0.738	0.257	0.118	0.491	-0.600
3	Virginia	Augusta	2017	0.208	0.584	0.558	0.498	0.574	6.847
3	Virginia	Bath	2017	0.181	0.573	0.357	0.550	0.726	7.178
3	Virginia	Bedford	2017	0.234	0.309	0.541	0.384	0.601	3.741
3	Virginia	Bland	2017	0.082	0.404	0.291	0.480	0.485	3.793
3	Virginia	Botetourt	2017	0.224	0.315	0.480	0.361	0.756	4.322
3	Virginia	Bristol	2017	0.546	0.276	0.119	0.159	0.546	-1.727
3	Virginia	Brunswick	2017	0.115	0.640	0.361	0.427	0.532	6.082
3	Virginia	Buchanan	2017	0.150	0.532	0.402	0.265	0.394	0.180
3	Virginia	Buckingham	2017	0.170	0.708	0.360	0.391	0.502	3.616
3	Virginia	Buena Vista	2017	0.395	0.617	0.095	0.250	0.424	-1.733
3	Virginia	Campbell	2017	0.203	0.580	0.451	0.340	0.652	4.431
3	Virginia	Caroline	2017	0.131	0.765	0.474	0.487	0.503	9.244
3	Virginia	Carroll	2017	0.140	0.456	0.396	0.312	0.504	1.941
3	Virginia	Charles City	2017	0.101	0.839	0.329	0.520	0.524	10.148
3	Virginia	Charlotte	2017	0.079	0.585	0.341	0.362	0.593	6.928
3	Virginia	Charlottesville	2017	0.515	0.699	0.164	0.026	0.539	-1.437
3	Virginia	Chesapeake	2017	0.714	0.688	0.398	0.481	0.544	1.398
3	Virginia	Chesterfield	2017	0.626	0.728	0.510	0.407	0.581	1.964
3	Virginia	Clarke	2017	0.106	0.778	0.320	0.389	0.646	8.111
3	Virginia	Colonial Heights	2017	0.655	0.703	0.158	0.169	0.593	-0.455
3	Virginia	Covington	2017	0.309	0.597	0.010	0.207	0.590	-2.296
3	Virginia	Craig	2017	0.159	0.542	0.258	0.502	0.555	3.492
3	Virginia	Culpeper	2017	0.282	0.777	0.372	0.393	0.656	3.624
3	Virginia	Cumberland	2017	0.096	0.721	0.323	0.471	0.538	8.277
3	Virginia	Danville	2017	0.458	0.555	0.040	0.192	0.416	-2.300
3	Virginia	Dickenson	2017	0.129	0.531	0.369	0.437	0.434	3.432
3	Virginia	Dinwiddie	2017	0.149	0.664	0.392	0.479	0.531	6.250
3	Virginia	Emporia	2017	0.528	0.623	0.146	0.265	0.463	-0.810
3	Virginia	Essex	2017	0.216	0.729	0.343	0.508	0.684	5.729
3	Virginia	Fairfax City	2017	0.485	0.779	0.175	0.148	0.842	0.541
3	Virginia	Fairfax	2017	0.569	0.755	0.474	0.308	0.557	1.529
3	Virginia	Falls Church	2017	0.320	0.973	0.152	0.225	0.766	1.369
3	Virginia	Fauquier	2017	0.243	0.780	0.546	0.436	0.678	6.738
3	Virginia	Floyd	2017	0.128	0.447	0.336	0.285	0.552	0.985
3	Virginia	Fluvanna	2017	0.158	0.749	0.397	0.359	0.511	4.382
3	Virginia	Franklin	2017	0.331	0.709	0.146	0.330	0.399	-0.928
3	Virginia	Franklin City	2017	0.194	0.491	0.422	0.325	0.514	2.182
3	Virginia	Frederick	2017	0.487	0.727	0.451	0.308	0.522	1.460
3	Virginia	Fredericksburg	2017	0.476	0.764	0.144	0.176	0.578	-0.603
3	Virginia	Galax	2017	0.272	0.518	0.114	0.193	0.391	-3.439
3	Virginia	Giles	2017	0.113	0.455	0.342	0.485	0.576	6.128
3	Virginia	Gloucester	2017	0.273	0.754	0.347	0.582	0.678	5.282
3	Virginia	Goochland	2017	0.215	0.757	0.422	0.350	0.525	3.597
3	Virginia	Grayson	2017	0.124	0.310	0.363	0.365	0.463	0.688
3	Virginia	Greene	2017	0.155	0.764	0.340	0.378	0.536	4.227
3	Virginia	Greensville	2017	0.122	0.603	0.333	0.436	0.251	0.445
3	Virginia	Halifax	2017	0.154	0.586	0.402	0.361	0.504	3.468
3	Virginia	Hampton	2017	0.576	0.722	0.285	0.570	0.483	1.446
3	Virginia	Hanover	2017	0.399	0.743	0.474	0.376	0.677	3.164
3	Virginia	Harrisonburg	2017	0.391	0.878	0.266	0.142	0.448	-0.476
3	Virginia	Henrico	2017	0.656	0.727	0.374	0.319	0.588	1.009
3	Virginia	Henry	2017	0.370	0.485	0.369	0.325	0.452	0.421
3	Virginia	Highland	2017	0.113	0.623	0.266	0.507	0.695	8.343
3	Virginia	Hopewell	2017	0.561	0.686	0.136	0.240	0.462	-0.813
3	Virginia	Isle of Wight	2017	0.348	0.710	0.390	0.487	0.585	3.149
3	Virginia	James City	2017	0.519	0.706	0.327	0.546	0.539	1.888
3	Virginia	King and Queen	2017	0.107	0.738	0.306	0.551	0.569	9.638
3	Virginia	King George	2017	0.252	0.774	0.418	0.478	0.464	3.861
3	Virginia	King William	2017	0.105	0.764	0.397	0.541	0.648	13.526
3	Virginia	Lancaster	2017	0.301	0.719	0.322	0.597	0.711	4.793
3	Virginia	Lee	2017	0.141	0.339	0.370	0.338	0.418	-0.164
3	Virginia	Lexington	2017	0.240	0.621	0.067	0.078	0.681	-2.798
3	Virginia	Loudoun	2017	0.704	0.791	0.517	0.365	0.618	1.821
3	Virginia	Louisa	2017	0.156	0.752	0.476	0.366	0.501	5.777
3	Virginia	Lunenburg	2017	0.113	0.663	0.282	0.420	0.533	4.363
3	Virginia	Lynchburg	2017	0.507	0.693	0.227	0.134	0.436	-1.017
3	Virginia	Madison	2017	0.136	0.571	0.350	0.451	0.657	6.658
3	Virginia	Manassas	2017	0.435	0.749	0.236	0.115	0.712	0.139
3	Virginia	Manassas Park	2017	0.395	0.777	0.147	0.108	0.584	-1.061
3	Virginia	Martinsville	2017	0.460	0.505	0.055	0.160	0.519	-2.032
3	Virginia	Mathews	2017	0.232	0.698	0.264	0.735	0.702	6.852
3	Virginia	Mecklenburg	2017	0.116	0.608	0.410	0.411	0.597	7.637
3	Virginia	Middlesex	2017	0.253	0.727	0.317	0.631	0.632	5.394
3	Virginia	Montgomery	2017	0.288	0.472	0.443	0.390	0.487	1.966
3	Virginia	Nelson	2017	0.150	0.492	0.417	0.375	0.485	3.184
3	Virginia	New Kent	2017	0.164	0.751	0.422	0.499	0.622	8.082
3	Virginia	Newport News	2017	0.558	0.708	0.311	0.556	0.461	1.445
3	Virginia	Norfolk	2017	0.523	0.725	0.294	0.386	0.433	0.587
3	Virginia	Northampton	2017	0.209	0.693	0.335	0.673	0.561	6.402
3	Virginia	Northumberland	2017	0.214	0.711	0.355	0.557	0.612	5.744
3	Virginia	Norton	2017	0.551	0.334	0.026	0.240	0.526	-1.771
3	Virginia	Nottoway	2017	0.128	0.669	0.298	0.431	0.530	4.409
3	Virginia	Orange	2017	0.158	0.773	0.393	0.392	0.502	4.864
3	Virginia	Page	2017	0.125	0.619	0.399	0.505	0.589	8.646
3	Virginia	Patrick	2017	0.156	0.448	0.369	0.309	0.522	1.382
3	Virginia	Petersburg	2017	0.517	0.668	0.177	0.296	0.417	-0.603
3	Virginia	Pittsylvania	2017	0.198	0.569	0.540	0.421	0.530	5.472
3	Virginia	Poquoson	2017	0.253	0.742	0.165	0.596	0.527	2.687
3	Virginia	Portsmouth	2017	0.668	0.719	0.238	0.271	0.487	-0.036
3	Virginia	Powhatan	2017	0.140	0.761	0.390	0.461	0.650	8.661
3	Virginia	Prince Edward	2017	0.109	0.642	0.363	0.391	0.562	6.191
3	Virginia	Prince George	2017	0.319	0.700	0.445	0.554	0.482	3.739
3	Virginia	Prince William	2017	0.600	0.789	0.472	0.345	0.597	1.781
3	Virginia	Pulaski	2017	0.189	0.451	0.369	0.401	0.518	2.308
3	Virginia	Radford	2017	0.331	0.516	0.133	0.266	0.334	-2.477
3	Virginia	Rappahannock	2017	0.132	0.656	0.346	0.439	0.561	5.738
3	Virginia	Richmond City	2017	0.551	0.720	0.245	0.105	0.463	-0.836
3	Virginia	Richmond	2017	0.238	0.687	0.341	0.489	0.550	3.686
