EpaRegion	UsState	County	Year	Risk	Governance	BuiltEnvironment	NaturalEnvironment	Society	Crsi
3	Virginia	Roanoke City	2017	0.460	0.508	0.210	0.104	0.536	-1.358
3	Virginia	Roanoke	2017	0.468	0.508	0.376	0.308	0.600	0.955
3	Virginia	Rockbridge	2017	0.158	0.415	0.446	0.444	0.572	5.193
3	Virginia	Rockingham	2017	0.216	0.687	0.616	0.454	0.555	7.109
3	Virginia	Russell	2017	0.124	0.271	0.398	0.368	0.438	0.780
3	Virginia	Salem	2017	0.451	0.483	0.146	0.116	0.598	-1.485
3	Virginia	Scott	2017	0.139	0.332	0.381	0.346	0.400	-0.134
3	Virginia	Shenandoah	2017	0.196	0.714	0.456	0.394	0.599	5.493
3	Virginia	Smyth	2017	0.159	0.293	0.387	0.461	0.544	3.303
3	Virginia	Southampton	2017	0.110	0.679	0.432	0.474	0.568	10.123
3	Virginia	Spotsylvania	2017	0.517	0.769	0.382	0.377	0.539	1.493
3	Virginia	Stafford	2017	0.554	0.795	0.393	0.439	0.564	1.857
3	Virginia	Staunton	2017	0.356	0.839	0.156	0.260	0.569	0.030
3	Virginia	Suffolk	2017	0.557	0.725	0.494	0.454	0.489	2.013
3	Virginia	Surry	2017	0.242	0.726	0.305	0.504	0.494	3.091
3	Virginia	Sussex	2017	0.110	0.648	0.355	0.476	0.496	6.708
3	Virginia	Tazewell	2017	0.164	0.388	0.409	0.324	0.457	1.061
3	Virginia	Virginia Beach	2017	0.468	0.687	0.377	0.520	0.509	2.070
3	Virginia	Warren	2017	0.363	0.771	0.333	0.354	0.577	1.818
3	Virginia	Washington	2017	0.277	0.290	0.443	0.422	0.475	1.589
3	Virginia	Waynesboro	2017	0.456	0.722	0.133	0.175	0.514	-1.059
3	Virginia	Westmoreland	2017	0.251	0.714	0.297	0.463	0.651	3.676
3	Virginia	Williamsburg	2017	0.387	0.840	0.218	0.365	0.491	0.733
3	Virginia	Winchester	2017	0.383	0.839	0.148	0.076	0.555	-1.281
3	Virginia	Wise	2017	0.161	0.426	0.419	0.351	0.415	1.377
3	Virginia	Wythe	2017	0.153	0.404	0.375	0.431	0.580	3.959
3	Virginia	York	2017	0.590	0.727	0.326	0.679	0.595	2.428
3	West Virginia	Barbour	2017	0.090	0.708	0.327	0.293	0.445	1.920
3	West Virginia	Berkeley	2017	0.482	0.685	0.349	0.353	0.431	0.683
3	West Virginia	Boone	2017	0.127	0.689	0.276	0.276	0.436	-0.306
3	West Virginia	Braxton	2017	0.075	0.691	0.337	0.435	0.442	7.018
3	West Virginia	Brooke	2017	0.373	0.727	0.251	0.235	0.380	-0.757
3	West Virginia	Cabell	2017	0.243	0.699	0.295	0.323	0.449	0.666
3	West Virginia	Calhoun	2017	0.135	0.676	0.267	0.305	0.370	-0.997
3	West Virginia	Clay	2017	0.119	0.643	0.292	0.345	0.301	-1.175
3	West Virginia	Doddridge	2017	0.091	0.718	0.206	0.302	0.438	-1.444
3	West Virginia	Fayette	2017	0.112	0.624	0.461	0.380	0.551	7.788
3	West Virginia	Gilmer	2017	0.077	0.707	0.222	0.337	0.364	-2.020
3	West Virginia	Grant	2017	0.126	0.666	0.326	0.403	0.539	4.617
3	West Virginia	Greenbrier	2017	0.102	0.297	0.394	0.402	0.554	4.141
3	West Virginia	Hampshire	2017	0.105	0.607	0.417	0.364	0.373	3.285
3	West Virginia	Hancock	2017	0.354	0.700	0.168	0.259	0.359	-1.444
3	West Virginia	Hardy	2017	0.153	0.591	0.384	0.384	0.420	2.512
3	West Virginia	Harrison	2017	0.206	0.735	0.417	0.251	0.544	2.587
3	West Virginia	Jackson	2017	0.150	0.710	0.365	0.272	0.439	1.434
3	West Virginia	Jefferson	2017	0.332	0.732	0.401	0.339	0.449	1.550
3	West Virginia	Kanawha	2017	0.224	0.710	0.475	0.260	0.519	2.846
3	West Virginia	Lewis	2017	0.111	0.711	0.282	0.354	0.443	1.852
3	West Virginia	Lincoln	2017	0.145	0.650	0.316	0.256	0.322	-1.700
3	West Virginia	Logan	2017	0.120	0.679	0.373	0.236	0.363	-0.286
3	West Virginia	Marion	2017	0.222	0.723	0.351	0.280	0.506	1.533
3	West Virginia	Marshall	2017	0.206	0.723	0.358	0.261	0.412	0.629
3	West Virginia	Mason	2017	0.181	0.705	0.360	0.316	0.368	0.913
3	West Virginia	McDowell	2017	0.224	0.618	0.330	0.286	0.335	-0.630
3	West Virginia	Mercer	2017	0.144	0.510	0.345	0.282	0.458	0.153
3	West Virginia	Mineral	2017	0.153	0.681	0.350	0.369	0.377	1.715
3	West Virginia	Mingo	2017	0.143	0.673	0.371	0.276	0.296	-0.547
3	West Virginia	Monongalia	2017	0.399	0.725	0.385	0.289	0.404	0.646
3	West Virginia	Monroe	2017	0.086	0.504	0.317	0.347	0.557	3.462
3	West Virginia	Morgan	2017	0.105	0.691	0.270	0.340	0.362	-0.412
3	West Virginia	Nicholas	2017	0.112	0.563	0.357	0.391	0.407	2.448
3	West Virginia	Ohio	2017	0.394	0.732	0.199	0.172	0.569	-0.501
3	West Virginia	Pendleton	2017	0.177	0.591	0.332	0.472	0.463	3.080
3	West Virginia	Pleasants	2017	0.154	0.769	0.273	0.267	0.359	-0.908
3	West Virginia	Pocahontas	2017	0.108	0.574	0.309	0.554	0.588	8.469
3	West Virginia	Preston	2017	0.129	0.718	0.460	0.321	0.529	5.995
3	West Virginia	Putnam	2017	0.274	0.718	0.413	0.313	0.573	2.600
3	West Virginia	Raleigh	2017	0.174	0.615	0.408	0.334	0.530	3.242
3	West Virginia	Randolph	2017	0.103	0.593	0.387	0.433	0.519	6.881
3	West Virginia	Ritchie	2017	0.097	0.737	0.246	0.293	0.381	-1.430
3	West Virginia	Roane	2017	0.107	0.698	0.289	0.351	0.390	0.897
3	West Virginia	Summers	2017	0.077	0.522	0.230	0.422	0.482	1.549
3	West Virginia	Taylor	2017	0.107	0.709	0.198	0.317	0.530	0.510
3	West Virginia	Tucker	2017	0.066	0.711	0.320	0.476	0.486	10.510
3	West Virginia	Tyler	2017	0.106	0.761	0.223	0.309	0.421	-0.537
3	West Virginia	Upshur	2017	0.106	0.696	0.355	0.313	0.546	4.595
3	West Virginia	Wayne	2017	0.169	0.683	0.395	0.350	0.365	1.849
3	West Virginia	Webster	2017	0.137	0.565	0.249	0.418	0.222	-2.231
3	West Virginia	Wetzel	2017	0.147	0.718	0.267	0.291	0.397	-0.514
3	West Virginia	Wirt	2017	0.116	0.700	0.240	0.274	0.296	-3.493
3	West Virginia	Wood	2017	0.256	0.733	0.340	0.251	0.477	0.760
3	West Virginia	Wyoming	2017	0.217	0.638	0.317	0.309	0.369	-0.151
4	Alabama	Autauga	2017	0.238	0.425	0.423	0.412	0.477	2.118
4	Alabama	Baldwin	2017	0.418	0.376	0.772	0.490	0.446	3.624
4	Alabama	Barbour	2017	0.093	0.461	0.372	0.449	0.337	2.351
4	Alabama	Bibb	2017	0.246	0.330	0.355	0.433	0.403	0.533
4	Alabama	Blount	2017	0.244	0.266	0.412	0.345	0.456	0.441
4	Alabama	Bullock	2017	0.085	0.366	0.266	0.403	0.332	-3.296
4	Alabama	Butler	2017	0.276	0.422	0.356	0.419	0.405	0.708
4	Alabama	Calhoun	2017	0.669	0.315	0.456	0.396	0.399	0.430
4	Alabama	Chambers	2017	0.140	0.422	0.308	0.369	0.303	-1.814
4	Alabama	Cherokee	2017	0.293	0.398	0.351	0.351	0.379	-0.205
4	Alabama	Chilton	2017	0.158	0.308	0.421	0.401	0.485	2.337
4	Alabama	Choctaw	2017	0.274	0.458	0.262	0.421	0.243	-1.210
4	Alabama	Clarke	2017	0.318	0.310	0.400	0.364	0.359	-0.074
4	Alabama	Clay	2017	0.129	0.305	0.349	0.430	0.372	0.169
4	Alabama	Cleburne	2017	0.131	0.346	0.308	0.440	0.309	-1.084
4	Alabama	Coffee	2017	0.259	0.498	0.406	0.445	0.476	2.346
4	Alabama	Colbert	2017	0.262	0.242	0.432	0.462	0.535	2.214
4	Alabama	Conecuh	2017	0.275	0.330	0.318	0.440	0.172	-1.470
4	Alabama	Coosa	2017	0.114	0.270	0.344	0.409	0.263	-2.562
4	Alabama	Covington	2017	0.298	0.404	0.404	0.454	0.510	2.005
4	Alabama	Crenshaw	2017	0.205	0.505	0.349	0.371	0.380	0.464
4	Alabama	Cullman	2017	0.295	0.285	0.454	0.294	0.467	0.463
4	Alabama	Dale	2017	0.187	0.491	0.416	0.426	0.385	2.160
4	Alabama	Dallas	2017	0.138	0.380	0.326	0.404	0.282	-1.503
4	Alabama	DeKalb	2017	0.287	0.485	0.441	0.322	0.356	0.537
4	Alabama	Elmore	2017	0.360	0.367	0.480	0.440	0.487	1.899
4	Alabama	Escambia	2017	0.347	0.355	0.434	0.475	0.304	0.797
4	Alabama	Etowah	2017	0.420	0.291	0.400	0.348	0.470	0.317
4	Alabama	Fayette	2017	0.182	0.444	0.336	0.400	0.385	0.428
4	Alabama	Franklin	2017	0.242	0.407	0.376	0.400	0.336	0.216
4	Alabama	Geneva	2017	0.128	0.427	0.348	0.442	0.390	1.620
4	Alabama	Greene	2017	0.251	0.442	0.312	0.412	0.223	-1.097
4	Alabama	Hale	2017	0.259	0.499	0.295	0.427	0.241	-0.739
4	Alabama	Henry	2017	0.226	0.427	0.326	0.397	0.405	0.289
4	Alabama	Houston	2017	0.308	0.510	0.465	0.407	0.492	2.334
4	Alabama	Jackson	2017	0.207	0.503	0.488	0.400	0.324	2.059
4	Alabama	Jefferson	2017	0.915	0.265	0.668	0.252	0.504	0.719
4	Alabama	Lamar	2017	0.153	0.525	0.381	0.417	0.335	1.463
4	Alabama	Lauderdale	2017	0.215	0.250	0.398	0.437	0.502	1.726
4	Alabama	Lawrence	2017	0.233	0.228	0.380	0.479	0.389	0.786
4	Alabama	Lee	2017	0.445	0.378	0.451	0.381	0.379	0.587
4	Alabama	Limestone	2017	0.597	0.465	0.438	0.458	0.430	1.010
4	Alabama	Lowndes	2017	0.112	0.498	0.372	0.374	0.330	0.525
4	Alabama	Macon	2017	0.113	0.302	0.302	0.352	0.412	-1.924
4	Alabama	Madison	2017	0.804	0.428	0.567	0.324	0.437	0.738
4	Alabama	Marengo	2017	0.276	0.465	0.363	0.425	0.387	0.855
4	Alabama	Marion	2017	0.331	0.525	0.482	0.384	0.353	1.350
4	Alabama	Marshall	2017	0.361	0.479	0.391	0.330	0.356	0.091
4	Alabama	Mobile	2017	0.536	0.338	0.647	0.449	0.457	1.986
4	Alabama	Monroe	2017	0.311	0.273	0.377	0.382	0.362	-0.229
4	Alabama	Montgomery	2017	0.519	0.419	0.484	0.353	0.534	1.207
4	Alabama	Morgan	2017	0.425	0.403	0.458	0.337	0.449	0.782
4	Alabama	Perry	2017	0.160	0.335	0.261	0.381	0.259	-3.271
4	Alabama	Pickens	2017	0.184	0.538	0.369	0.367	0.378	0.911
4	Alabama	Pike	2017	0.142	0.534	0.380	0.453	0.396	3.096
4	Alabama	Randolph	2017	0.119	0.379	0.360	0.319	0.388	-0.961
4	Alabama	Russell	2017	0.196	0.448	0.391	0.387	0.389	1.050
4	Alabama	Shelby	2017	0.531	0.351	0.597	0.376	0.495	1.582
4	Alabama	St. Clair	2017	0.566	0.293	0.532	0.337	0.456	0.770
4	Alabama	Sumter	2017	0.275	0.502	0.234	0.434	0.270	-1.012
4	Alabama	Talladega	2017	0.303	0.285	0.485	0.390	0.358	0.793
4	Alabama	Tallapoosa	2017	0.336	0.320	0.404	0.400	0.451	0.794
4	Alabama	Tuscaloosa	2017	0.497	0.384	0.603	0.382	0.488	1.788
4	Alabama	Walker	2017	0.339	0.265	0.481	0.341	0.371	0.336
4	Alabama	Washington	2017	0.352	0.396	0.448	0.415	0.320	0.674
4	Alabama	Wilcox	2017	0.221	0.363	0.308	0.388	0.288	-1.340
4	Alabama	Winston	2017	0.274	0.226	0.348	0.397	0.284	-1.132
4	Florida	Alachua	2017	0.241	0.437	0.700	0.385	0.468	4.845
4	Florida	Baker	2017	0.131	0.545	0.274	0.530	0.476	3.896
4	Florida	Bay	2017	0.266	0.511	0.588	0.406	0.520	4.123
4	Florida	Bradford	2017	0.096	0.465	0.320	0.421	0.524	3.999
4	Florida	Brevard	2017	0.622	0.577	0.673	0.483	0.470	2.382
4	Florida	Broward	2017	0.722	0.546	0.713	0.448	0.479	2.059
4	Florida	Calhoun	2017	0.111	0.223	0.243	0.458	0.396	-2.053
4	Florida	Charlotte	2017	0.273	0.502	0.516	0.390	0.438	2.550
4	Florida	Citrus	2017	0.152	0.526	0.422	0.459	0.361	3.209
4	Florida	Clay	2017	0.356	0.533	0.415	0.490	0.515	2.398
4	Florida	Collier	2017	0.398	0.564	0.583	0.550	0.437	3.342
4	Florida	Columbia	2017	0.156	0.415	0.459	0.488	0.506	5.343
4	Florida	DeSoto	2017	0.242	0.541	0.404	0.301	0.292	-0.273
4	Florida	Dixie	2017	0.122	0.494	0.283	0.456	0.361	0.624
4	Florida	Duval	2017	0.688	0.554	0.809	0.360	0.470	2.206
4	Florida	Escambia	2017	0.519	0.432	0.514	0.452	0.473	1.623
4	Florida	Flagler	2017	0.260	0.513	0.461	0.349	0.449	1.858
4	Florida	Franklin	2017	0.163	0.472	0.287	0.608	0.667	6.388
4	Florida	Gadsden	2017	0.160	0.240	0.375	0.453	0.442	1.387
4	Florida	Gilchrist	2017	0.061	0.450	0.256	0.389	0.417	-1.531
4	Florida	Glades	2017	0.366	0.565	0.339	0.460	0.252	0.256
4	Florida	Gulf	2017	0.133	0.428	0.307	0.535	0.461	3.494
4	Florida	Hamilton	2017	0.073	0.519	0.285	0.419	0.437	2.297
4	Florida	Hardee	2017	0.226	0.527	0.434	0.280	0.305	-0.121
4	Florida	Hendry	2017	0.331	0.605	0.474	0.403	0.334	1.551
4	Florida	Hernando	2017	0.253	0.523	0.348	0.405	0.374	0.722
4	Florida	Highlands	2017	0.245	0.495	0.516	0.357	0.383	2.037
4	Florida	Hillsborough	2017	0.604	0.564	0.867	0.298	0.445	2.455
4	Florida	Holmes	2017	0.104	0.366	0.284	0.455	0.434	0.887
4	Florida	Indian River	2017	0.543	0.432	0.462	0.390	0.402	0.760
4	Florida	Jackson	2017	0.143	0.247	0.433	0.430	0.469	2.648
4	Florida	Jefferson	2017	0.087	0.486	0.316	0.439	0.555	5.686
4	Florida	Lafayette	2017	0.145	0.449	0.144	0.488	0.383	-1.490
4	Florida	Lake	2017	0.488	0.348	0.676	0.412	0.430	2.068
4	Florida	Lee	2017	0.430	0.583	0.653	0.331	0.424	2.253
4	Florida	Leon	2017	0.375	0.436	0.518	0.494	0.541	2.915
4	Florida	Levy	2017	0.128	0.511	0.470	0.440	0.421	5.253
4	Florida	Liberty	2017	0.193	0.246	0.195	0.713	0.265	0.202
4	Florida	Madison	2017	0.129	0.490	0.393	0.376	0.474	3.029
4	Florida	Manatee	2017	0.442	0.564	0.423	0.307	0.443	0.716
4	Florida	Marion	2017	0.329	0.354	0.642	0.445	0.411	2.929
4	Florida	Martin	2017	0.456	0.540	0.495	0.395	0.476	1.679
4	Florida	Miami-Dade	2017	0.623	0.392	0.831	0.536	0.456	2.926
4	Florida	Monroe	2017	0.156	0.195	0.595	0.628	0.489	8.239
4	Florida	Nassau	2017	0.252	0.541	0.464	0.384	0.468	2.551
4	Florida	Okaloosa	2017	0.318	0.302	0.595	0.474	0.482	3.146
4	Florida	Okeechobee	2017	0.153	0.565	0.390	0.379	0.263	0.355
4	Florida	Orange	2017	0.716	0.476	0.820	0.278	0.462	1.751
4	Florida	Osceola	2017	0.441	0.541	0.652	0.335	0.404	2.032
4	Florida	Palm Beach	2017	0.494	0.592	0.817	0.407	0.470	3.428
4	Florida	Pasco	2017	0.380	0.513	0.588	0.367	0.378	1.908
4	Florida	Pinellas	2017	0.436	0.546	0.598	0.391	0.436	2.200
4	Florida	Polk	2017	0.514	0.416	0.834	0.329	0.429	2.513
4	Florida	Putnam	2017	0.160	0.429	0.495	0.404	0.335	2.487
4	Florida	Santa Rosa	2017	0.470	0.381	0.557	0.469	0.440	1.875
4	Florida	Sarasota	2017	0.428	0.563	0.476	0.285	0.519	1.286
4	Florida	Seminole	2017	0.747	0.452	0.503	0.290	0.524	0.717
4	Florida	St. Johns	2017	0.388	0.573	0.533	0.466	0.448	2.627
4	Florida	St. Lucie	2017	0.532	0.503	0.449	0.311	0.398	0.464
4	Florida	Sumter	2017	0.381	0.406	0.427	0.426	0.346	0.713
4	Florida	Suwannee	2017	0.120	0.427	0.368	0.345	0.446	1.112
4	Florida	Taylor	2017	0.115	0.512	0.326	0.444	0.398	2.188
4	Florida	Union	2017	0.075	0.523	0.253	0.409	0.432	0.674
4	Florida	Volusia	2017	0.474	0.459	0.741	0.447	0.428	2.903
4	Florida	Wakulla	2017	0.216	0.499	0.353	0.640	0.483	4.446
4	Florida	Walton	2017	0.172	0.271	0.538	0.496	0.430	4.461
4	Florida	Washington	2017	0.147	0.378	0.341	0.485	0.431	2.220
4	Georgia	Appling	2017	0.088	0.518	0.265	0.374	0.589	3.426
4	Georgia	Atkinson	2017	0.083	0.576	0.216	0.336	0.140	-8.977
4	Georgia	Bacon	2017	0.095	0.552	0.185	0.387	0.363	-3.063
4	Georgia	Baker	2017	0.090	0.472	0.221	0.488	0.182	-4.248
4	Georgia	Baldwin	2017	0.176	0.549	0.299	0.334	0.450	0.278
4	Georgia	Banks	2017	0.230	0.627	0.246	0.316	0.411	-0.574
4	Georgia	Barrow	2017	0.503	0.578	0.251	0.265	0.470	-0.357
4	Georgia	Bartow	2017	0.583	0.274	0.388	0.387	0.452	0.256
4	Georgia	Ben Hill	2017	0.109	0.536	0.217	0.360	0.373	-2.450
4	Georgia	Berrien	2017	0.083	0.547	0.269	0.413	0.330	-0.901
4	Georgia	Bibb	2017	0.531	0.554	0.287	0.253	0.502	-0.133
4	Georgia	Bleckley	2017	0.100	0.518	0.267	0.456	0.449	2.342
4	Georgia	Brantley	2017	0.113	0.517	0.278	0.389	0.352	-0.849
4	Georgia	Brooks	2017	0.080	0.561	0.263	0.442	0.341	0.239
4	Georgia	Bryan	2017	0.172	0.581	0.411	0.504	0.526	5.508
4	Georgia	Bulloch	2017	0.185	0.506	0.388	0.442	0.458	2.847
4	Georgia	Burke	2017	0.129	0.507	0.379	0.403	0.428	2.705
4	Georgia	Butts	2017	0.179	0.583	0.236	0.359	0.483	0.243
4	Georgia	Calhoun	2017	0.077	0.538	0.222	0.457	0.372	-0.242
4	Georgia	Camden	2017	0.259	0.572	0.392	0.549	0.478	3.485
4	Georgia	Candler	2017	0.069	0.468	0.175	0.429	0.434	-2.311
4	Georgia	Carroll	2017	0.304	0.468	0.373	0.301	0.442	0.236
4	Georgia	Catoosa	2017	0.585	0.476	0.221	0.335	0.417	-0.503
4	Georgia	Charlton	2017	0.125	0.530	0.233	0.580	0.342	1.981
4	Georgia	Chatham	2017	0.697	0.526	0.625	0.530	0.566	2.303
4	Georgia	Chattahoochee	2017	0.167	0.469	0.260	0.559	0.238	0.031
4	Georgia	Chattooga	2017	0.138	0.376	0.256	0.385	0.308	-2.811
4	Georgia	Cherokee	2017	0.611	0.293	0.354	0.354	0.535	0.259
4	Georgia	Clarke	2017	0.654	0.553	0.251	0.242	0.427	-0.527
4	Georgia	Clay	2017	0.098	0.411	0.199	0.392	0.216	-6.863
4	Georgia	Clayton	2017	0.477	0.594	0.238	0.202	0.450	-0.818
4	Georgia	Clinch	2017	0.129	0.537	0.185	0.374	0.172	-5.511
4	Georgia	Cobb	2017	0.558	0.396	0.380	0.210	0.514	-0.116
4	Georgia	Coffee	2017	0.124	0.519	0.299	0.324	0.446	-0.089
4	Georgia	Colquitt	2017	0.108	0.564	0.389	0.372	0.470	4.055
4	Georgia	Columbia	2017	0.471	0.485	0.297	0.460	0.544	1.016
4	Georgia	Cook	2017	0.155	0.607	0.223	0.456	0.416	0.903
4	Georgia	Coweta	2017	0.400	0.593	0.387	0.339	0.555	1.367
4	Georgia	Crawford	2017	0.121	0.562	0.267	0.380	0.259	-2.364
4	Georgia	Crisp	2017	0.188	0.458	0.289	0.421	0.465	0.933
4	Georgia	Dade	2017	0.275	0.250	0.234	0.325	0.348	-2.344
4	Georgia	Dawson	2017	0.353	0.291	0.242	0.470	0.471	0.045
4	Georgia	Decatur	2017	0.120	0.244	0.357	0.453	0.482	2.123
4	Georgia	DeKalb	2017	0.483	0.545	0.441	0.170	0.493	0.224
4	Georgia	Dodge	2017	0.088	0.574	0.308	0.380	0.391	1.087
4	Georgia	Dooly	2017	0.090	0.516	0.242	0.458	0.349	-0.314
4	Georgia	Dougherty	2017	0.269	0.351	0.342	0.436	0.491	1.120
4	Georgia	Douglas	2017	0.481	0.553	0.259	0.254	0.502	-0.302
4	Georgia	Early	2017	0.096	0.448	0.253	0.456	0.390	0.087
4	Georgia	Echols	2017	0.084	0.533	0.197	0.403	0.094	-9.090
4	Georgia	Effingham	2017	0.257	0.553	0.409	0.452	0.497	2.841
4	Georgia	Elbert	2017	0.165	0.554	0.247	0.379	0.444	0.097
4	Georgia	Emanuel	2017	0.091	0.564	0.301	0.377	0.403	0.913
4	Georgia	Evans	2017	0.085	0.611	0.226	0.492	0.446	3.501
4	Georgia	Fannin	2017	0.224	0.413	0.244	0.566	0.518	2.107
4	Georgia	Fayette	2017	0.470	0.596	0.278	0.354	0.560	0.655
4	Georgia	Floyd	2017	0.382	0.372	0.288	0.379	0.423	-0.257
4	Georgia	Forsyth	2017	0.587	0.465	0.313	0.364	0.533	0.409
4	Georgia	Franklin	2017	0.246	0.603	0.239	0.342	0.442	-0.200
4	Georgia	Fulton	2017	0.551	0.530	0.709	0.210	0.490	1.632
4	Georgia	Gilmer	2017	0.238	0.342	0.278	0.506	0.402	0.490
4	Georgia	Glascock	2017	0.103	0.628	0.125	0.302	0.342	-6.047
4	Georgia	Glynn	2017	0.352	0.466	0.366	0.497	0.552	2.130
4	Georgia	Gordon	2017	0.535	0.347	0.326	0.370	0.376	-0.256
4	Georgia	Grady	2017	0.089	0.494	0.307	0.473	0.389	2.717
4	Georgia	Greene	2017	0.123	0.597	0.309	0.417	0.405	1.968
4	Georgia	Gwinnett	2017	0.569	0.579	0.418	0.150	0.553	0.259
4	Georgia	Habersham	2017	0.372	0.237	0.339	0.403	0.475	0.173
4	Georgia	Hall	2017	0.606	0.578	0.380	0.314	0.536	0.687
4	Georgia	Hancock	2017	0.085	0.549	0.234	0.378	0.414	-0.985
4	Georgia	Haralson	2017	0.182	0.370	0.249	0.307	0.383	-2.531
4	Georgia	Harris	2017	0.158	0.523	0.373	0.389	0.447	2.234
4	Georgia	Hart	2017	0.225	0.578	0.275	0.436	0.401	0.762
4	Georgia	Heard	2017	0.138	0.573	0.228	0.350	0.351	-1.959
4	Georgia	Henry	2017	0.457	0.602	0.341	0.351	0.540	0.950
4	Georgia	Houston	2017	0.504	0.565	0.329	0.387	0.470	0.627
4	Georgia	Irwin	2017	0.086	0.533	0.207	0.370	0.437	-1.733
4	Georgia	Jackson	2017	0.489	0.625	0.378	0.303	0.479	0.650
4	Georgia	Jasper	2017	0.099	0.577	0.318	0.381	0.370	0.889
4	Georgia	Jeff Davis	2017	0.084	0.522	0.185	0.352	0.360	-4.915
4	Georgia	Jefferson	2017	0.107	0.562	0.293	0.380	0.441	1.340
4	Georgia	Jenkins	2017	0.088	0.457	0.117	0.424	0.334	-6.054
4	Georgia	Johnson	2017	0.133	0.592	0.269	0.392	0.308	-0.904
4	Georgia	Jones	2017	0.113	0.575	0.340	0.382	0.481	3.233
4	Georgia	Lamar	2017	0.215	0.579	0.228	0.397	0.422	-0.042
4	Georgia	Lanier	2017	0.113	0.561	0.247	0.394	0.337	-1.343
4	Georgia	Laurens	2017	0.147	0.526	0.383	0.386	0.584	4.376
4	Georgia	Lee	2017	0.217	0.585	0.365	0.399	0.515	2.533
4	Georgia	Liberty	2017	0.214	0.567	0.396	0.488	0.366	2.533
4	Georgia	Lincoln	2017	0.120	0.584	0.233	0.545	0.360	2.095
4	Georgia	Long	2017	0.109	0.264	0.268	0.473	0.302	-2.474
4	Georgia	Lowndes	2017	0.334	0.567	0.443	0.388	0.516	2.141
4	Georgia	Lumpkin	2017	0.251	0.250	0.273	0.558	0.393	0.487
4	Georgia	Macon	2017	0.093	0.515	0.218	0.452	0.398	-0.124
4	Georgia	Madison	2017	0.214	0.584	0.275	0.303	0.513	0.319
4	Georgia	Marion	2017	0.101	0.516	0.204	0.438	0.189	-4.856
4	Georgia	McDuffie	2017	0.148	0.575	0.236	0.439	0.548	2.430
4	Georgia	McIntosh	2017	0.143	0.219	0.328	0.529	0.453	1.982
4	Georgia	Meriwether	2017	0.145	0.457	0.309	0.390	0.439	0.701
4	Georgia	Miller	2017	0.173	0.507	0.204	0.466	0.486	0.873
4	Georgia	Mitchell	2017	0.156	0.496	0.323	0.420	0.505	2.419
4	Georgia	Monroe	2017	0.205	0.591	0.356	0.318	0.524	1.704
4	Georgia	Montgomery	2017	0.072	0.591	0.237	0.371	0.283	-4.310
4	Georgia	Morgan	2017	0.169	0.575	0.370	0.336	0.541	2.673
4	Georgia	Murray	2017	0.248	0.242	0.295	0.432	0.231	-1.832
4	Georgia	Muscogee	2017	0.472	0.453	0.281	0.365	0.490	0.127
4	Georgia	Newton	2017	0.412	0.570	0.311	0.314	0.475	0.254
4	Georgia	Oconee	2017	0.494	0.586	0.296	0.259	0.592	0.355
4	Georgia	Oglethorpe	2017	0.145	0.585	0.264	0.408	0.311	-0.684
4	Georgia	Paulding	2017	0.444	0.357	0.274	0.343	0.460	-0.370
4	Georgia	Peach	2017	0.431	0.589	0.283	0.390	0.455	0.454
4	Georgia	Pickens	2017	0.397	0.281	0.327	0.336	0.445	-0.368
4	Georgia	Pierce	2017	0.098	0.596	0.290	0.420	0.421	2.331
4	Georgia	Pike	2017	0.128	0.543	0.322	0.408	0.523	3.381
4	Georgia	Polk	2017	0.378	0.290	0.291	0.342	0.416	-0.733
4	Georgia	Pulaski	2017	0.116	0.508	0.232	0.493	0.465	2.161
4	Georgia	Putnam	2017	0.145	0.566	0.270	0.440	0.404	1.111
4	Georgia	Quitman	2017	0.086	0.399	0.171	0.397	0.227	-8.438
4	Georgia	Rabun	2017	0.294	0.442	0.284	0.508	0.493	1.416
4	Georgia	Randolph	2017	0.075	0.421	0.227	0.370	0.357	-4.825
4	Georgia	Richmond	2017	0.591	0.481	0.341	0.355	0.556	0.599
4	Georgia	Rockdale	2017	0.436	0.524	0.216	0.286	0.594	-0.076
4	Georgia	Schley	2017	0.130	0.547	0.216	0.454	0.240	-2.223
4	Georgia	Screven	2017	0.099	0.510	0.221	0.454	0.431	0.606
4	Georgia	Seminole	2017	0.159	0.235	0.223	0.461	0.428	-1.242
4	Georgia	Spalding	2017	0.391	0.564	0.238	0.359	0.466	-0.014
4	Georgia	Stephens	2017	0.359	0.219	0.231	0.394	0.496	-0.617
4	Georgia	Stewart	2017	0.094	0.443	0.227	0.403	0.292	-4.131
4	Georgia	Sumter	2017	0.129	0.541	0.333	0.440	0.500	3.802
4	Georgia	Talbot	2017	0.060	0.483	0.237	0.371	0.251	-8.001
4	Georgia	Taliaferro	2017	0.106	0.659	0.057	0.383	0.112	-9.703
4	Georgia	Tattnall	2017	0.065	0.547	0.278	0.451	0.363	1.689
4	Georgia	Taylor	2017	0.109	0.511	0.269	0.400	0.292	-1.964
4	Georgia	Telfair	2017	0.066	0.471	0.259	0.395	0.361	-2.377
4	Georgia	Terrell	2017	0.060	0.560	0.187	0.398	0.332	-5.174
4	Georgia	Thomas	2017	0.111	0.536	0.402	0.475	0.500	6.823
4	Georgia	Tift	2017	0.257	0.534	0.315	0.390	0.515	1.338
4	Georgia	Toombs	2017	0.089	0.554	0.289	0.407	0.420	1.679
